Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
17;П/АП (Л);Andreas Dimopoulos;Н/Д;€0;;Достаточно настойчивый;;;4;;;11.5;19.3;20.0;21.1;;;;;;;;
20;ОП, П (Ц), АП (Л);Danny Maher;Н/Д;€0;;Неамбициозный;;;10;;;15.0;28.8;29.6;30.8;;;;;;;;
20;З (ЛЦ);Stephen Currie;€2,600 в год;€0;;Сдержанный;;;2;;;14.6;21.6;22.0;22.4;;;;;;;;
20;ОП, П (Ц), АП (Л);Steffan Mann;€11,500 в год;€0;;Неамбициозный;;;6;;;18.8;31.3;32.3;33.1;;;;;;;;
20;АП (П), НП (Ц);Gavin Thomas;€7,500 в год;€0;;Неамбициозный;;;12;;;11.9;21.2;21.9;22.6;;;;;;;;
20;З (ЛЦ);Ben Elliott;Н/Д;€0;;Тверд в решениях;;;5;;;18.8;29.0;29.6;30.4;;;;;;;;
17;В;Steve Haley;Н/Д;€0;;Легкомысленный;;;1;;;35.5;43.2;44.4;45.1;;;;;;;;
19;АП (Ц), НП (Ц);Luke Saunders;Н/Д;€0;;Достаточно лояльный;;;6;;;14.6;25.0;25.9;26.2;;;;;;;;
20;З (ПЦ);John Jones;Н/Д;€0;;Темпераментный;;;5;;;15.2;21.4;21.9;23.0;;;;;;;;
20;ОП, П/АП (Ц), НП (Ц);Mark Thorpe;Н/Д;€0;;Неамбициозный;;;10;;;13.9;27.5;28.4;29.6;;;;;;;;
20;АП (П), НП (Ц);Pat McCall;Н/Д;€0;;Сдержанный;;;5;;;15.8;23.9;24.8;26.0;;;;;;;;
19;З (ПЛЦ), КЗ (П);Bright Olufade;Н/Д;€0;;Профессионал;;;4;;;18.7;26.6;27.3;27.6;;;;;;;;
20;З (Ц), ОП, П (Ц);Kelvin Ondaan;€14,750 в год;€0;;Напористый;;;6;;;19.2;31.0;31.6;32.0;;;;;;;;
19;З/КЗ (Л);Bastian Drescher;€8,000 в год;€0;;Неамбициозный;;;5;;;16.2;24.5;25.0;25.4;;;;;;;;
20;З (ЛЦ), П (Ц), АП (П);Tim Tomlinson;€10,500 в год;€0;;Достаточно дисциплинированный;;;10;;;16.1;27.6;28.4;29.8;;;;;;;;
17;З (ПЛ);Ian Kerr;Н/Д;€0;;Ненадежный;;;6;;;16.8;25.3;25.9;26.6;;;;;;;;
17;ОП, П (ЛЦ), АП (Л);Samet Seker;Н/Д;€0;;Сдержанный;;;7;;;15.7;24.8;25.4;25.8;;;;;;;;
20;П (Л), АП (ЛЦ);Simon Fielding;Н/Д;€0;;Сдержанный;;;7;;;15.6;24.6;25.4;25.8;;;;;;;;
19;З/П (Ц);Keegan Curran;Н/Д;€0;;Достаточно профессионален;;;5;;;17.2;25.3;25.8;26.6;;;;;;;;
17;П/АП (Л);Lyndon Robinson;Н/Д;€0;;Неамбициозный;;;9;;;17.2;27.6;28.1;28.5;;;;;;;;
20;П (Ц), НП (Ц);Raldane Devine;Н/Д;€0;;Неамбициозный;;;11;;;15.2;27.4;28.4;28.7;;;;;;;;
20;АП (Ц), НП (Ц);Jamie Lang;Н/Д;€0;;Неамбициозный;;;11;;;12.4;22.0;22.9;23.6;;;;;;;;
19;В;Daniel Morgan;Н/Д;€0;;Сдержанный;;;1;;;31.0;36.5;38.1;38.8;;;;;;;;
20;ОП, П (ЛЦ);Shaun Havern;Н/Д;€0;;Неамбициозный;;;5;;;16.0;24.1;24.5;25.2;;;;;;;;
20;КЗ (П), П (ПЦ);Josh Brimacombe-Wiard;Н/Д;€0;;Сдержанный;;;6;;;11.1;17.8;18.1;18.5;;;;;;;;
20;З (ПЦ), КЗ (П);Lewis Davies;Н/Д;€0;;Достаточно амбициозный;;;5;;;16.3;25.8;26.4;26.8;;;;;;;;
20;В;Meilyr Phillips;€11,000 в год;€0;;Неамбициозный;;;3;;;40.9;48.0;49.4;53.2;;;;;;;;
20;П (Ц), АП (ЛЦ), НП (Ц);Rumarn Danylyk;Н/Д;€0;;Неамбициозный;;;5;;;12.0;17.4;17.8;18.9;;;;;;;;
20;КЗ (П), П (ПЦ), АП (Ц);Aron Lloyd;Н/Д;€0;;Достаточно амбициозный;;;8;;;17.8;27.1;27.9;29.0;;;;;;;;
20;НП (Ц);Josh Hill-Ajala;€6,250 в год;€0;;Низкая самооценка;;;8;;;16.6;25.7;26.3;27.4;;;;;;;;
20;З (Ц);Martin Ross;Н/Д;€0;;Сдержанный;;;11;;;17.7;26.8;27.6;28.8;;;;;;;;
20;КЗ (Л), П (ПЦ);Marc Kwitonda;€7,500 в год;€0;;Тверд в решениях;;;9;;;16.9;30.5;31.2;31.9;;;;;;;;
20;П/АП (Л), НП (Ц);Simon Bailey;€7,000 в год;€0;;Ненадежный;;;6;;;14.1;23.2;24.0;24.8;;;;;;;;
19;З (Ц);Philip Rolfe;Н/Д;€0;;Неамбициозный;;;8;;;15.5;22.4;23.1;24.2;;;;;;;;
19;П/АП (Ц), НП (Ц);Kevin Griffiths;Н/Д;€0;;Достаточно профессионален;;;4;;;12.8;24.6;25.8;26.2;;;;;;;;
20;З (ПЛЦ);Kelvin Moro;Н/Д;€0;;Неамбициозный;;;5;;;17.0;26.4;27.2;27.9;;;;;;;;
20;П/АП (П), НП (Ц);Dave Flores;Н/Д;€0;;Неамбициозный;;;8;;;15.2;23.5;24.2;25.3;;;;;;;;
17;В;Fraser McLelland;Н/Д;€0;;Сдержанный;;;5;;;46.6;53.6;54.6;57.2;;;;;;;;
19;З (Ц);Matt Anderson;€9,000 в год;€0;;Достаточно настойчивый;;;6;;;17.2;25.6;26.1;27.2;;;;;;;;
20;З (ПЛЦ);Guto Hogan;Н/Д;€0;;Сдержанный;;;5;;;15.3;26.4;27.2;28.3;;;;;;;;
20;В;Tudor Hughes;Н/Д;€0;;Темпераментный;;;4;;;36.1;39.6;40.5;40.9;;;;;;;;
19;П/АП (Ц), НП (Ц);Hermann Matondo;Н/Д;€0;;Неамбициозный;;;12;;;13.7;27.1;28.0;28.8;;;;;;;;
17;П/АП (Ц), НП (Ц);Edoardo Panarelli;Н/Д;€0;;Низкая самооценка;;;9;;;14.2;26.2;26.9;27.3;;;;;;;;
19;З (ЛЦ), П (Л);Jamie Vigar;Н/Д;€0;;Сдержанный;;;6;;;17.1;24.1;24.7;25.8;;;;;;;;
20;З (ЛЦ), ОП;Moussa Koné;Н/Д;€0;;Профессионал;;;7;;;17.0;23.6;24.1;24.9;;;;;;;;
20;П/АП (ПЦ);Baden Mazzone;Н/Д;€0;;Сдержанный;;;9;;;13.8;25.0;25.6;26.4;;;;;;;;
16;З (ЛЦ), П (Ц);Jake Longstaff;€300 в год;€0;;Нерешительный;;;4;;;15.1;24.8;25.8;26.1;;;;;;;;
19;АП (П), НП (Ц);Jack Cresswell;€4,900 в год;€0;;Сдержанный;;;11;;;13.7;23.7;24.3;24.7;;;;;;;;
17;В;Liam Stanton;Н/Д;€0;;Нерешительный;;;1;;;41.2;49.2;50.4;52.3;;;;;;;;
20;З (ПЦ), ОП;Chris Edmondson;Н/Д;€0;;Достаточно профессионален;;;6;;;15.2;22.8;23.4;23.8;;;;;;;;
20;В;Darren Treadwell;€10,250 в год;€0;;Неамбициозный;;;1;;;39.7;43.7;44.6;45.4;;;;;;;;
20;З (Ц), КЗ (П), ОП, П (Ц);Lewis Wyatt-Meechan;€10,500 в год;€0;;Неамбициозный;;;6;;;18.5;26.4;26.9;27.7;;;;;;;;
20;П (ПЦ), АП (ПЛЦ);John Richards;€12,750 в год;€0;;Достаточно дисциплинированный;;;8;;;15.4;26.8;27.6;28.0;;;;;;;;
19;З (ЛЦ);Marcus Herrin;€6,500 в год;€0;;Достаточно профессионален;;;3;;;15.3;22.4;22.8;23.6;;;;;;;;
20;П (ПЦ), АП (Ц);Brandon Lawless;Н/Д;€0;;Неамбициозный;;;10;;;14.2;27.8;28.6;29.0;;;;;;;;
17;П/АП (Ц);Matthew Daniel;Н/Д;€0;;Темпераментный;;;14;;;17.4;29.6;30.6;31.3;;;;;;;;
16;АП (ЛЦ), НП (Ц);Martin Gustafsson;€300 в год;€0;;Неамбициозный;;;10;;;17.1;28.8;29.4;29.8;;;;;;;;
20;З (Ц), ОП, П (Ц);Ben Vaughan;Н/Д;€0;;Нерешительный;;;7;;;21.3;28.0;28.7;29.4;;;;;;;;
20;П (П), АП (ПЦ), НП (Ц);Brian Kennedy;€5,250 в год;€0;;Неамбициозный;;;7;;;16.0;26.3;27.0;27.7;;;;;;;;
20;НП (Ц);Sheldon Duncliffe;Н/Д;€0;;Нерешительный;;;8;;;13.8;24.3;24.8;26.0;;;;;;;;
20;З (ЛЦ), П (Л);Cyril Randall;Н/Д;€0;;Достаточно профессионален;;;6;;;15.0;23.8;24.3;25.1;;;;;;;;
20;З (П);Miller Valentine;€1,600 в год;€0;;Сдержанный;;;3;;;16.1;22.9;23.6;24.4;;;;;;;;
16;З (ПЦ), ОП;Jim Deacon;€300 в год;€0;;Неамбициозный;;;6;;;15.0;23.8;24.5;25.2;;;;;;;;
19;П (Л), АП (ЛЦ);Tamauri Douglas;Н/Д;€0;;Неамбициозный;;;10;;;15.6;23.8;24.3;25.0;;;;;;;;
20;З (ЛЦ);Shaun Leigh;€7,000 в год;€0;;Достаточно профессионален;;;3;;;17.3;26.4;27.1;28.2;;;;;;;;
20;В;Ryan Bennett;Н/Д;€0;;Сдержанный;;;3;;;37.6;43.6;45.0;47.6;;;;;;;;
20;П (ПЛ);David Patterson;Н/Д;€0;;Достаточно профессионален;;;8;;;11.8;20.7;21.4;23.0;;;;;;;;
20;АП (П), НП (Ц);Steve Watson;€14,500 в год;€0;;Наемник;;;7;;;13.9;21.2;21.9;22.6;;;;;;;;
17;З (Л), П (ЛЦ), АП (П);Neil Doughty;Н/Д;€0;;Нерешительный;;;8;;;16.4;24.8;25.4;26.5;;;;;;;;
20;З/КЗ (П);Josh Stott;€7,750 в год;€0;;Амбициозный;;;6;;;14.2;24.5;25.4;26.5;;;;;;;;
20;З (ПЦ);Daniel Ball;€11,000 в год;€0;;Сдержанный;;;4;;;17.0;24.8;25.6;26.8;;;;;;;;
16;З (ПЦ), КЗ (П);Jon Crocker;€300 в год;€0;;Достаточно дисциплинированный;;;3;;;15.4;24.5;25.3;26.8;;;;;;;;
17;З/КЗ (П);Sam Jones;Н/Д;€0;;Сдержанный;;;10;;;17.3;26.7;27.4;28.2;;;;;;;;
17;З (Ц);Huw Pritchard;Н/Д;€0;;Нерешительный;;;6;;;16.1;26.8;27.7;28.8;;;;;;;;
17;П/АП (Ц), НП (Ц);Vincent Thompson;Н/Д;€0;;Неамбициозный;;;10;;;14.4;25.4;26.1;26.5;;;;;;;;
16;В;Graeme Nunn;€300 в год;€0;;Неамбициозный;;;2;;;31.7;37.3;38.4;38.8;;;;;;;;
20;АП (Л), НП (Ц);Luca Marchant;€9,750 в год;€0;;Общительный;;;9;;;16.4;27.3;27.8;28.6;;;;;;;;
20;П (ЛЦ), АП (Л);Gareth Booth;€7,250 в год;€0;;Достаточно амбициозный;;;10;;;15.2;25.8;26.5;27.2;;;;;;;;
17;З (ПЦ);Ben Cook;€300 в год;€0;;Напористый;;;6;;;14.9;22.9;23.5;23.9;;;;;;;;
17;АП (Ц), НП (Ц);David Loughran;Н/Д;€0;;Неамбициозный;;;10;;;16.6;29.0;29.8;30.9;;;;;;;;
17;З/КЗ (П);Stuart Barker;Н/Д;€0;;Неамбициозный;;;4;;;16.3;24.8;25.4;26.5;;;;;;;;
20;В;Michael Collins;€18,000 в год;€0;;Неамбициозный;;;3;;;34.8;43.1;45.0;45.8;;;;;;;;
17;П (ПЦ), АП (П), НП (Ц);Zechariah Deerr;Н/Д;€0;;Неамбициозный;;;7;;;14.8;25.3;26.0;26.7;;;;;;;;
20;З/КЗ/АП (П);Ryan Clamp;€12,250 в год;€0;;Амбициозный;;;9;;;15.8;26.7;27.5;28.3;;;;;;;;
20;П (ПЛ), АП (П);Sean Murphy;€18,000 в год;€0;;Неамбициозный;;;11;;;14.6;23.0;23.5;23.9;;;;;;;;
17;З/КЗ (Л);Jamoly Campbell;€300 в год;€0;;Низкая самооценка;;;7;;;14.4;23.2;23.7;24.1;;;;;;;;
20;З (Ц), ОП, П (Ц);Matt Church;€11,750 в год;€0;;Неамбициозный;;;10;;;17.7;27.0;27.6;28.0;;;;;;;;
20;П (Ц), АП (ПЦ), НП (Ц);Fisnik Rexhepi;Н/Д;€0;;Сдержанный;;;11;;;13.8;22.5;23.0;23.8;;;;;;;;
20;П (ЛЦ), АП (Л), НП (Ц);Andrew Graham;Н/Д;€0;;Легкомысленный;;;8;;;14.6;23.1;23.6;24.3;;;;;;;;
19;З/КЗ (П);Tommie Bates;Н/Д;€0;;Неамбициозный;;;7;;;19.9;28.2;28.8;29.9;;;;;;;;
20;В;Darrell Lees;Н/Д;€0;;Достаточно амбициозный;;;2;;;34.4;41.2;43.0;46.0;;;;;;;;
20;З/П (П);Stephen Robinson;€4,300 в год;€0;;Неамбициозный;;;4;;;18.4;25.8;26.5;26.9;;;;;;;;
20;АП (П), НП (Ц);Darren Flannery;€4,000 в год;€0;;Непостоянный;;;9;;;16.0;25.2;25.9;26.6;;;;;;;;
20;З/КЗ/П (Л);Jamie Couldridge;€3,600 в год;€0;;Сдержанный;;;6;;;15.0;24.0;24.5;24.9;;;;;;;;
17;П (Ц), АП (П);Lloyd Thompson;Н/Д;€0;;Достаточно профессионален;;;5;;;16.6;26.6;27.0;28.2;;;;;;;;
19;З (ЛЦ);Andrew Pitman;Н/Д;€0;;Достаточно дисциплинированный;;;7;;;16.4;22.8;23.3;24.1;;;;;;;;
19;З (ПЦ);Ed Rushton;Н/Д;€0;;Профессионал;;;6;;;17.2;24.0;24.6;25.0;;;;;;;;
20;П (Ц), АП (ПЦ);Tristan Howell;Н/Д;€0;;Неамбициозный;;;11;;;13.0;22.5;23.0;23.4;;;;;;;;
17;В;Ryan Pointon;Н/Д;€0;;Неамбициозный;;;1;;;40.9;44.1;45.3;46.1;;;;;;;;
19;В;Ritchie Bradley;Н/Д;€0;;Неамбициозный;;;1;;;43.3;49.7;50.9;57.3;;;;;;;;
17;З (Ц), ОП, П (Ц);Mickey Hancock;Н/Д;€0;;Достаточно профессионален;;;8;;;18.0;29.1;30.0;30.8;;;;;;;;
20;НП (Ц);Gareth Fallon;€7,250 в год;€0;;Сдержанный;;;11;;;13.8;27.0;27.9;29.0;;;;;;;;
19;В;Rhodri Davies;€1,900 в год;€0;;Неамбициозный;;;1;;;39.4;47.2;49.3;50.0;;;;;;;;
20;З (ПЦ);Andy Jones;€11,250 в год;€0;;Неамбициозный;;;5;;;18.7;28.8;29.5;30.6;;;;;;;;
17;НП (Ц);Bill Simmons;Н/Д;€0;;Достаточно дисциплинированный;;;7;;;14.4;25.0;26.2;26.6;;;;;;;;
20;П (ПЦ), АП (ПЛЦ), НП (Ц);Hugh Lukins;€11,000 в год;€0;;Неамбициозный;;;8;;;17.3;31.0;32.0;33.1;;;;;;;;
20;З (ЛЦ), КЗ (Л);Lewis McConnell;Н/Д;€0;;Достаточно лояльный;;;5;;;16.2;25.2;26.0;26.8;;;;;;;;
20;ОП, П/АП (ЛЦ);Josh Billington;€5,500 в год;€0;;Тверд в решениях;;;7;;;16.6;26.3;27.2;27.9;;;;;;;;
20;АП (П), НП (Ц);Jon Conway;€6,750 в год;€0;;Неамбициозный;;;9;;;13.5;22.9;23.9;25.0;;;;;;;;
20;В;Régis Mukendi;Н/Д;€0;;Достаточно настойчивый;;;3;;;37.5;43.3;44.4;47.4;;;;;;;;
20;З (Ц);Veron Burton;Н/Д;€0;;Низкая самооценка;;;4;;;14.8;22.5;23.2;24.0;;;;;;;;
19;З/КЗ (Л), АП (ПЛ);Jago Harper;Н/Д;€0;;Неамбициозный;;;9;;;13.0;21.7;22.3;23.5;;;;;;;;
20;АП (ПЛ), НП (Ц);Alan Kane;Н/Д;€0;;Неамбициозный;;;6;;;13.6;22.5;23.3;24.0;;;;;;;;
20;З (ЛЦ);Bakary Manneh;€12,000 в год;€0;;Достаточно настойчивый;;;9;;;16.8;25.9;26.8;28.3;;;;;;;;
20;З (ПЦ), ОП, П (Ц);Luis Lilley;Н/Д;€0;;Тверд в решениях;;;8;;;16.3;24.9;25.5;26.6;;;;;;;;
20;В;Alex Conway;Н/Д;€0;;Достаточно профессионален;;;1;;;39.1;43.7;44.8;45.2;;;;;;;;
20;П (Ц), АП (П), НП (Ц);Jackson Ellis;€2,900 в год;€0;;Достаточно профессионален;;;7;;;13.4;22.4;22.8;23.5;;;;;;;;
20;П (Л), АП (ЛЦ), НП (Ц);Elvis Onguene;€5,750 в год;€0;;Сдержанный;;;9;;;12.7;26.0;26.8;27.6;;;;;;;;
19;НП (Ц);Shaun Tavernier;Н/Д;€0;;Неамбициозный;;;11;;;11.6;20.5;21.3;21.7;;;;;;;;
20;З/П (Ц), НП (Ц);Joël Kawaya;Н/Д;€0;;Достаточно дисциплинированный;;;8;;;15.3;25.3;26.4;26.7;;;;;;;;
20;АП (П), НП (Ц);Peter Holloway;Н/Д;€0;;Достаточно профессионален;;;6;;;12.5;20.3;21.2;22.7;;;;;;;;
20;З (ЛЦ);Carl Richards;Н/Д;€0;;Достаточно профессионален;;;5;;;15.2;23.2;24.1;25.2;;;;;;;;
20;АП (П), НП (Ц);Evan Nash;Н/Д;€0;;Нерешительный;;;6;;;12.4;20.7;21.3;21.7;;;;;;;;
20;П (ПЛЦ), АП (П);Joe Phillips;Н/Д;€0;;Сдержанный;;;4;;;12.8;20.4;21.0;21.7;;;;;;;;
20;З (ПЦ), ОП;Klæmint Thomsen;Н/Д;€0;;Неамбициозный;;;7;;;17.2;26.8;27.6;28.7;;;;;;;;
20;АП (П), НП (Ц);Alexander Tonkinson;€8,750 в год;€0;;Легкомысленный;;;7;;;14.5;24.3;25.4;26.1;;;;;;;;
19;ОП, П (ЛЦ), АП (Ц);John Rowley;€5,000 в год;€0;;Достаточно профессионален;;;6;;;18.0;29.6;30.6;31.7;;;;;;;;
16;З (Ц), ОП;Kane Carlton;€300 в год;€0;;Неамбициозный;;;7;;;15.4;24.1;24.6;25.3;;;;;;;;
19;АП (П), НП (Ц);Martin Alderton;Н/Д;€0;;Достаточно настойчивый;;;9;;;12.3;20.3;21.0;22.1;;;;;;;;
20;П (Л), АП (ЛЦ);Vince Melbourne;Н/Д;€0;;Достаточно дисциплинированный;;;11;;;12.7;21.8;22.6;23.8;;;;;;;;
16;П/АП (Ц);Bradley Pattison;€300 в год;€0;;Достаточно профессионален;;;6;;;16.6;25.9;26.5;27.6;;;;;;;;
20;З/П (Ц);Matty Convery;Н/Д;€0;;Легкомысленный;;;4;;;18.3;25.1;25.5;26.6;;;;;;;;
19;КЗ (Л), П/АП (П);Luke Jones;Н/Д;€0;;Сдержанный;;;5;;;12.1;20.4;21.0;21.7;;;;;;;;
20;З (Ц), ОП, П (Ц);Rory Cahill;Н/Д;€0;;Энергичный;;;8;;;16.5;21.1;21.4;22.2;;;;;;;;
20;В;Ryan Forrest;€7,750 в год;€0;;Неамбициозный;;;2;;;35.7;41.0;42.4;45.4;;;;;;;;
19;З (ЛЦ);Lindon Mullan;€6,500 в год;€0;;Неамбициозный;;;8;;;17.4;29.2;30.2;30.6;;;;;;;;
20;З (ПЦ), ОП, НП (Ц);Emmanuel Baffour;Н/Д;€0;;Достаточно настойчивый;;;3;;;14.3;21.8;22.7;23.1;;;;;;;;
20;П/АП (Ц), НП (Ц);Gary Casey;€7,250 в год;€0;;Достаточно профессионален;;;11;;;15.8;28.1;28.6;29.0;;;;;;;;
20;З (ЛЦ), КЗ (Л);John O'Connor;Н/Д;€0;;Неамбициозный;;;6;;;13.2;19.4;19.7;20.8;;;;;;;;
17;АП (ЛЦ);Evan Fitzgerald;Н/Д;€0;;Достаточно настойчивый;;;10;;;17.1;29.7;30.2;30.9;;;;;;;;
16;З (Ц);Wesley Pride;€300 в год;€0;;Решительный;;;5;;;18.4;26.9;27.7;28.4;;;;;;;;
17;З (ПЦ), КЗ (П);Prince Ngiamba;Н/Д;€0;;Достаточно лояльный;;;5;;;15.9;24.4;25.1;25.5;;;;;;;;
20;З (ПЦ), ОП, П (Ц);Calvin Mwangi;€14,750 в год;€0;;Нерешительный;;;6;;;18.2;26.6;27.2;27.9;;;;;;;;
17;З (ПЛЦ);Bright Adah;Н/Д;€0;;Сдержанный;;;5;;;15.7;23.7;24.6;25.7;;;;;;;;
16;П/АП (Л);Leeroy Westlake;€300 в год;€0;;Сдержанный;;;9;;;13.8;22.5;23.2;24.6;;;;;;;;
20;П (ПЦ), АП (Ц);Connor Reynolds;€10,750 в год;€0;;Нерешительный;;;12;;;13.8;24.1;25.0;26.1;;;;;;;;
19;П (Ц);Paul Hearn;Н/Д;€0;;Неамбициозный;;;5;;;16.7;28.2;28.9;30.0;;;;;;;;
19;П (Ц), АП (П), НП (Ц);Cameron Adams;€11,500 в год;€0;;Сдержанный;;;7;;;12.2;21.5;22.0;22.8;;;;;;;;
20;В;Ben Betts;Н/Д;€0;;Сдержанный;;;2;;;35.4;38.1;39.0;39.4;;;;;;;;
17;АП (Л), НП (Ц);Lamar Arthur;Н/Д;€0;;Неамбициозный;;;6;;;14.9;22.5;22.8;23.2;;;;;;;;
20;П/АП (ЛЦ), НП (Ц);Connor Wilkinson;Н/Д;€0;;Сдержанный;;;9;;;14.2;21.3;21.8;22.6;;;;;;;;
20;П/АП (Ц);Owen Anderson;Н/Д;€0;;Неамбициозный;;;6;;;16.2;26.2;26.8;27.5;;;;;;;;
20;В;Ben Osborne;Н/Д;€0;;Сдержанный;;;1;;;36.8;43.0;44.9;45.6;;;;;;;;
17;П/АП (Ц);Dramane Koné;Н/Д;€0;;Достаточно профессионален;;;8;;;18.0;29.8;30.5;30.9;;;;;;;;
20;З (Ц);Greg Evans;€7,000 в год;€0;;Неамбициозный;;;8;;;17.2;25.3;26.1;26.4;;;;;;;;
20;П (Ц), НП (Ц);Stephen Gregory;Н/Д;€0;;Достаточно дисциплинированный;;;7;;;14.0;23.2;23.8;25.0;;;;;;;;
20;З (ЛЦ);Neal Williamson;Н/Д;€0;;Сдержанный;;;5;;;17.3;26.5;27.0;28.2;;;;;;;;
20;П (ЛЦ), АП (Ц);Des Clark;Н/Д;€0;;Неамбициозный;;;10;;;12.6;19.6;20.2;20.6;;;;;;;;
20;З (ЛЦ);Jon Balsom;Н/Д;€0;;Достаточно настойчивый;;;4;;;18.8;25.6;26.0;27.1;;;;;;;;
17;В;Miles Harker;€300 в год;€0;;Нерешительный;;;4;;;39.2;44.6;46.1;46.8;;;;;;;;
20;П (П), АП (ПЛ);Darren Johnson;Н/Д;€0;;Неамбициозный;;;13;;;14.8;25.2;26.0;27.2;;;;;;;;
20;П/АП (П), НП (Ц);Ashley Leonard;€7,250 в год;€0;;Сдержанный;;;11;;;13.6;23.5;24.5;25.2;;;;;;;;
19;В;Roy O'Brien;Н/Д;€0;;Сдержанный;;;1;;;41.1;50.8;52.4;55.8;;;;;;;;
20;В;Ali Winter;Н/Д;€0;;Достаточно дисциплинированный;;;2;;;36.5;42.0;43.4;44.1;;;;;;;;
16;АП (П), НП (Ц);Ollie York;€300 в год;€0;;Неамбициозный;;;6;;;12.1;23.3;23.8;24.2;;;;;;;;
19;П (Л), АП (ПЛ), НП (Ц);David Verdonck;Н/Д;€0;;Энергичный;;;6;;;13.8;22.8;23.3;24.0;;;;;;;;
20;В;Andy Kersh;Н/Д;€0;;Сдержанный;;;2;;;35.0;41.4;43.0;44.2;;;;;;;;
20;П/АП (Л), НП (Ц);Liam Warwick;€15,750 в год;€0;;Нерешительный;;;8;;;15.2;25.4;26.0;26.3;;;;;;;;
19;З (ПЛЦ);Jacob Empson;Н/Д;€0;;Непостоянный;;;6;;;19.6;26.8;27.4;27.7;;;;;;;;
17;НП (Ц);Ben Bye;€300 в год;€0;;Неамбициозный;;;6;;;14.3;24.5;25.2;26.7;;;;;;;;
17;П/АП (Ц);Víctor Sánchez;Н/Д;€0;;Сдержанный;;;10;;;16.3;28.8;29.8;30.1;;;;;;;;
20;З (ЛЦ), КЗ (Л);Ryan Hopkins;Н/Д;€0;;Неамбициозный;;;4;;;15.8;23.6;24.2;24.5;;;;;;;;
20;З (Ц), ОП, П (Ц);Steve Tavernier;€11,000 в год;€0;;Неамбициозный;;;6;;;16.2;31.3;32.3;32.7;;;;;;;;
20;П (Ц), АП (ПЦ);Devantay McGowan;€17,500 в год;€0;;Ненадежный;;;10;;;16.8;27.8;28.7;29.4;;;;;;;;
17;В;Taylor Paxton;Н/Д;€0;;Низкая самооценка;;;2;;;31.9;37.9;39.2;40.0;;;;;;;;
20;З/КЗ (П);Jamie Kidd;Н/Д;€0;;Темпераментный;;;7;;;17.0;25.4;26.0;26.4;;;;;;;;
20;П (ЛЦ), НП (Ц);Haluk Demircan;Н/Д;€0;;Сдержанный;;;7;;;13.1;23.1;23.7;24.0;;;;;;;;
20;З/П (Ц);Dylan Butler;Н/Д;€0;;Темпераментный;;;4;;;14.2;23.0;23.6;24.0;;;;;;;;
19;ОП, П (ПЦ);Chris Jameson;Н/Д;€0;;Ненадежный;;;8;;;18.5;33.0;34.3;35.0;;;;;;;;
20;В;Mohammed Silas;Н/Д;€0;;Неамбициозный;;;2;;;37.4;44.7;46.8;50.6;;;;;;;;
20;П/АП (Ц);Emmanuel Ugochukwu;Н/Д;€0;;Нерешительный;;;6;;;17.5;28.8;29.5;30.2;;;;;;;;
20;ОП, П (ЛЦ);Simon Preece;Н/Д;€0;;Нерешительный;;;10;;;17.5;29.0;29.6;30.3;;;;;;;;
20;АП (Л), НП (Ц);Filip Pazdan;Н/Д;€0;;Неамбициозный;;;6;;;13.9;25.9;27.0;28.1;;;;;;;;
20;З (ЛЦ);Lee Hanna;Н/Д;€0;;Неамбициозный;;;5;;;17.2;27.7;28.6;29.3;;;;;;;;
20;П/АП (Ц), НП (Ц);Josh Lee;Н/Д;€0;;Достаточно профессионален;;;10;;;13.4;21.4;21.9;23.0;;;;;;;;
20;З/КЗ (П);Peter Evans;Н/Д;€0;;Сдержанный;;;10;;;14.4;23.7;24.3;25.0;;;;;;;;
19;В;Richard Bamber;Н/Д;€0;;Сдержанный;;;1;;;38.4;41.9;42.9;44.1;;;;;;;;
20;П (Ц), АП (ПЛЦ);Michael Gilmore;Н/Д;€0;;Неамбициозный;;;8;;;12.4;21.6;22.0;23.2;;;;;;;;
20;НП (Ц);Eddy Bamford;Н/Д;€0;;Сдержанный;;;11;;;15.6;24.6;25.2;25.9;;;;;;;;
19;З (Л);Warren Jeffreys;Н/Д;€0;;Сдержанный;;;6;;;17.4;26.3;27.0;28.5;;;;;;;;
20;З (Ц);Marty McCrory;Н/Д;€0;;Неамбициозный;;;4;;;13.7;21.1;21.6;22.7;;;;;;;;
20;П/АП (ПЦ);Isaac Emeka;Н/Д;€0;;Непостоянный;;;10;;;16.7;27.8;28.6;30.1;;;;;;;;
20;В;Duane Jackson;Н/Д;€0;;Сдержанный;;;1;;;29.9;38.6;41.0;43.2;;;;;;;;
20;З (ПЦ), КЗ/П/АП (П);Abdul Shyllon;Н/Д;€0;;Неамбициозный;;;10;;;10.8;20.7;21.6;22.8;;;;;;;;
17;АП (Ц), НП (Ц);Christian Micallef;Н/Д;€0;;Сдержанный;;;9;;;14.4;24.7;25.5;26.7;;;;;;;;
20;З (ЛЦ), ОП;Alex Tomlinson;Н/Д;€0;;Неамбициозный;;;4;;;19.8;28.1;28.9;29.3;;;;;;;;
